,Name,Sex,Color,C_ID,Generation,Favorite_Song,E_ID,PH_Name,PH_ID,PR_ID
18641,TIARA,Hen,Black&White,811933457.0,Gen2,It's All I Can Do,811933457.0,JOSIE,379535793.0,167740021.0
556,LAMONICA,Hen,Black&White,342862885.0,Gen2,Hell in a Bucket,342862885.0,LOLITA,744877899.0,521167154.0
4479,MARRY,Hen,Black&White,907762572.0,Gen2,Devil Inside,907762572.0,RANA,923804214.0,553394192.0
2560,AUTUMN,Hen,Black&White,518465050.0,Gen2,The Changeling,518465050.0,DEANE,327145316.0,690515072.0
10906,LEESA,Hen,Black&White,561275020.0,Gen2,Drive My Car,561275020.0,YANG,729890819.0,854600776.0
4367,KEVIN,Hen,Black&White,236022758.0,Gen2,Three Lock Box,236022758.0,RANA,923804214.0,280225309.0
5501,MEGHAN,Hen,Black&White,937720275.0,Gen2,(I Can't Get No) Satisfaction,937720275.0,ALINA,148946432.0,314063231.0
9605,ANJANETTE,Hen,Black&White,883420970.0,Gen2,My Kinda Lover,883420970.0,SHARLENE,249446444.0,542838249.0
7090,PENNIE,Hen,Black&White,679838418.0,Gen2,Long Cool Woman,679838418.0,PENELOPE,525986311.0,521167154.0
1770,JUNITA,Hen,Black&White,260474694.0,Gen2,Bullet With Butterfly Wings,260474694.0,RUFINA,34072451.0,553394192.0
14257,NERISSA,Hen,Black&White,247066128.0,Gen2,World Turning,247066128.0,OCTAVIA,170093498.0,518692123.0
19558,CAROL,Hen,Black&White,125653501.0,Gen2,Hold Your Head Up,125653501.0,BRANDON,462413816.0,542838249.0
542,WANETA,Hen,Black&White,19842135.0,Gen2,Can't Stand Losing You,19842135.0,LOLITA,744877899.0,550261202.0
1690,ALISHIA,Hen,Black&White,384921107.0,Gen2,Don't Look Back,384921107.0,RUFINA,34072451.0,457028849.0
14995,MYRA,Hen,Black&White,100475753.0,Gen2,I Want To Hold Your Hand,100475753.0,AI,734213689.0,550261202.0
20428,TAI,Hen,Black&White,990411275.0,Gen2,By the Way,990411275.0,ETHYL,45863615.0,119329546.0
10877,EVELINE,Hen,Black&White,113766861.0,Gen2,Threshold/Jet Airliner,113766861.0,YANG,729890819.0,866881069.0
12814,JEN,Hen,Black&White,306628202.0,Gen2,Turn To Stone,306628202.0,BARBRA,832570811.0,600554862.0
2984,LATASHA,Hen,Black&White,5866704.0,Gen2,Get Off Of My Cloud,5866704.0,MALORIE,423258457.0,866881069.0
21763,CAROLEE,Hen,Black&White,211255526.0,Gen2,Changes,211255526.0,CATARINA,468233022.0,457028849.0
2039,MOLLY,Hen,Black&White,743608207.0,Gen2,Fly,743608207.0,FERMINA,997044851.0,167740021.0
22697,KEMBERLY,Hen,Black&White,961285361.0,Gen2,Tusk,961285361.0,MARYAM,683759644.0,334058719.0
23461,MIRIAN,Hen,Black&White,915967235.0,Gen2,Rocky Mountain Way,915967235.0,JANETTE,428335380.0,857956630.0
19169,KARAN,Hen,Black&White,857063267.0,Gen2,"Blue Morning, Blue Day",857063267.0,BRANDON,462413816.0,797726697.0
22125,ELEONOR,Hen,Black&White,405779913.0,Gen2,Headed For A Heartbreak,405779913.0,GRETCHEN,605672782.0,521167154.0
19298,GRAYCE,Hen,Black&White,99752647.0,Gen2,CAN'T GET IT OUT OF MY HEAD,99752647.0,BRANDON,462413816.0,550261202.0
20956,LARRAINE,Hen,Black&White,943005448.0,Gen2,Seven Bridges Road,943005448.0,ELLY,986027613.0,618028080.0
9387,SVETLANA,Hen,Black&White,660697533.0,Gen2,"Careful With That Axe, Eugene",660697533.0,SHARLENE,249446444.0,216432846.0
19687,GREGORY,Hen,Black&White,792894728.0,Gen2,Wango Tango,792894728.0,CONSUELO,783212318.0,34072451.0
19087,SHALANDA,Hen,Black&White,442435494.0,Gen2,Take On Me,442435494.0,ILIANA,598175413.0,216432846.0
11111,JEREMY,Hen,Black&White,794349272.0,Gen2,Industrial Disease,794349272.0,ROXANNA,224031150.0,197873604.0
16978,NICHOLE,Hen,Black&White,872962152.0,Gen2,Carpet Crawlers,872962152.0,AKILAH,527948599.0,334058719.0
14540,GEORGIA,Hen,Black&White,663457741.0,Gen2,Never,663457741.0,RUBIE,733533272.0,767163035.0
4212,CICELY,Hen,Black&White,598631279.0,Gen2,Freeway Jam,598631279.0,AURA,204608118.0,119329546.0
4184,ROBBIN,Hen,Black&White,682489111.0,Gen2,The Trooper,682489111.0,AURA,204608118.0,849068796.0
5331,BETHEL,Hen,Black&White,791188601.0,Gen2,I'm Down,791188601.0,ALINA,148946432.0,216432846.0
19666,ANGELICA,Hen,Black&White,562893866.0,Gen2,Bitch,562893866.0,CONSUELO,783212318.0,200097845.0
21616,TARYN,Hen,Black&White,49724361.0,Gen2,Never,49724361.0,CATARINA,468233022.0,862253912.0
10100,KASSANDRA,Hen,Black&White,357635491.0,Gen2,Song 2,357635491.0,JOHANA,919605639.0,542838249.0
20023,KATHERIN,Hen,Black&White,634073944.0,Gen2,Shine On You Crazy Diamond,634073944.0,CONSUELO,783212318.0,536339090.0
6808,CAMMIE,Hen,Black&White,351570624.0,Gen2,Sunshine of Your Love,351570624.0,PENELOPE,525986311.0,862253912.0
6623,SEASON,Hen,Black&White,255621029.0,Gen2,Don't Stand So Close To Me,255621029.0,JONELL,461131488.0,119329546.0
14005,ETHYL,Hen,Black&White,305007909.0,Gen2,Superstition [Live],305007909.0,OCTAVIA,170093498.0,120625354.0
14438,JOSEPH,Hen,Black&White,220000845.0,Gen2,Learning to Fly,220000845.0,RUBIE,733533272.0,14586865.0
10364,JAYNA,Hen,Black&White,118589575.0,Gen2,I'm Leaving,118589575.0,JOHANA,919605639.0,472295211.0
11261,SANA,Hen,Black&White,144666297.0,Gen2,Sweetest Thing,144666297.0,ROXANNA,224031150.0,30363405.0
2035,JACQUE,Hen,Black&White,749845564.0,Gen2,Bullet the Blue Sky,749845564.0,FERMINA,997044851.0,120625354.0
15412,LUCILE,Hen,Black&White,852240971.0,Gen2,Sweetest Thing,852240971.0,KARMA,899514543.0,287055622.0
15729,STEPHAINE,Hen,Black&White,713905928.0,Gen2,It Don't Come Easy,713905928.0,KARMA,899514543.0,767163035.0
5462,VALORIE,Hen,Black&White,103162735.0,Gen2,Sara,103162735.0,ALINA,148946432.0,14586865.0
9533,IDELLA,Hen,Black&White,198628232.0,Gen2,Love Reign O'er Me,198628232.0,SHARLENE,249446444.0,789856705.0
355,ZENOBIA,Hen,Black&White,439831362.0,Gen2,Top of the World,439831362.0,GWENN,884986770.0,542838249.0
5009,MAN,Hen,Black&White,570416931.0,Gen2,Doo Doo Doo Doo Doo (Heartbreaker),570416931.0,ELFREDA,852945005.0,34072451.0
4450,DENISSE,Hen,Black&White,253234409.0,Gen2,Old Man,253234409.0,RANA,923804214.0,443353346.0
4187,ROSIO,Hen,Black&White,227575834.0,Gen2,Into The Fire,227575834.0,AURA,204608118.0,870351723.0
8992,SHANE,Hen,Black&White,228915703.0,Gen2,I Feel Fine,228915703.0,SONG,38690046.0,628855526.0
1227,LEONORA,Hen,Black&White,143582371.0,Gen2,TIME IN A BOTTLE,143582371.0,SHAROLYN,59922539.0,473017162.0
220,LEANA,Hen,Black&White,34876099.0,Gen2,All Star,34876099.0,GWENN,884986770.0,287055622.0
11026,NICOLA,Hen,Black&White,614046145.0,Gen2,NOWHERE MAN,614046145.0,ROXANNA,224031150.0,823242036.0
5192,PAZ,Hen,Black&White,233692668.0,Gen2,You Don't Know How It Feels,233692668.0,ELFREDA,852945005.0,287055622.0
4481,KAITLIN,Hen,Black&White,350278067.0,Gen2,Tush,350278067.0,RANA,923804214.0,216432846.0
8013,LISBETH,Hen,Black&White,723622070.0,Gen2,Wild Wild Life,723622070.0,BARBIE,238196972.0,102634120.0
2581,ARGENTINA,Hen,Black&White,539604060.0,Gen2,Crimson And Clover,539604060.0,DEANE,327145316.0,167740021.0
21867,LYNN,Hen,Black&White,683056424.0,Gen2,Hey Nineteen,683056424.0,CATARINA,468233022.0,542838249.0
16370,AURA,Hen,Black&White,669262521.0,Gen2,Gloria,669262521.0,TOWANDA,447173430.0,280225309.0
5007,MALKA,Hen,Black&White,346576209.0,Gen2,Southbound,346576209.0,ELFREDA,852945005.0,536339090.0
7658,MARGIT,Hen,Black&White,704088119.0,Gen2,Across The Universe,704088119.0,ZORAIDA,830718116.0,773595312.0
3656,SHONA,Hen,Black&White,605274808.0,Gen2,Turn Me Loose,605274808.0,HELLEN,905132962.0,280225309.0
18203,DALIA,Hen,Black&White,255898142.0,Gen2,Open Arms,255898142.0,STEPHANIE,162244863.0,628855526.0
14662,HENRY,Hen,Black&White,350607604.0,Gen2,Walking On The Moon,350607604.0,RUBIE,733533272.0,287055622.0
19581,ROBBIN,Hen,Black&White,451902166.0,Gen2,Landslide,451902166.0,BRANDON,462413816.0,823242036.0
15546,PATTY,Hen,Black&White,935382097.0,Gen2,You Don't Know How It Feels,935382097.0,KARMA,899514543.0,854600776.0
9430,JENNA,Hen,Black&White,685374690.0,Gen2,Come As You Are,685374690.0,SHARLENE,249446444.0,967323615.0
11951,HOLLI,Hen,Black&White,882068800.0,Gen2,Gypsy,882068800.0,AKILAH,135192679.0,600554862.0
3637,DELIA,Hen,Black&White,97654270.0,Gen2,It's Still Rock And Roll To Me,97654270.0,HELLEN,905132962.0,763066813.0
14984,LOLITA,Hen,Black&White,89665695.0,Gen2,P.s. I Love You,89665695.0,AI,734213689.0,767163035.0
18329,MCKENZIE,Hen,Black&White,583470356.0,Gen2,Tweeter and the Monkey Man,583470356.0,JOSIE,379535793.0,823242036.0
18497,CHRISSY,Hen,Black&White,14660839.0,Gen2,Dr. Feelgood,14660839.0,JOSIE,379535793.0,473017162.0
18978,DELIA,Hen,Black&White,447092150.0,Gen2,Juke Box Hero,447092150.0,ILIANA,598175413.0,787976750.0
18801,NICKY,Hen,Black&White,112428145.0,Gen2,Can't Buy Me Love,112428145.0,ILIANA,598175413.0,767163035.0
12576,CARLINE,Hen,Black&White,348364845.0,Gen2,Shoot To Thrill,348364845.0,BARBRA,832570811.0,955524027.0
18998,SHERY,Hen,Black&White,786774075.0,Gen2,Modern Love,786774075.0,ILIANA,598175413.0,933690821.0
1388,SHAWNTA,Hen,Black&White,304090755.0,Gen2,Rio,304090755.0,SHAROLYN,59922539.0,473017162.0
9597,LULU,Hen,Black&White,251979862.0,Gen2,Emotions in Motion,251979862.0,SHARLENE,249446444.0,280225309.0
12907,TRUDI,Hen,Black&White,916399400.0,Gen2,Stay Up Late,916399400.0,BARBRA,832570811.0,14586865.0
16291,ALVA,Hen,Black&White,879862512.0,Gen2,Night Moves,879862512.0,MARLEEN,621081892.0,216432846.0
9969,MAUDIE,Hen,Black&White,981673992.0,Gen2,You Never Give Me Your Money,981673992.0,CLARINE,824725538.0,472295211.0
16544,THUY,Hen,Black&White,954079932.0,Gen2,With Or Without You,954079932.0,TOWANDA,447173430.0,521167154.0
19659,CREOLA,Hen,Black&White,349402077.0,Gen2,I Love Rock 'n Roll,349402077.0,CONSUELO,783212318.0,334058719.0
10501,SUSANNA,Hen,Black&White,280534152.0,Gen2,Soul Kitchen,280534152.0,JOHANA,919605639.0,767163035.0
2112,TAINA,Hen,Black&White,381742867.0,Gen2,Wild Honey Pie,381742867.0,FERMINA,997044851.0,141566545.0
18276,KANDI,Hen,Black&White,123973314.0,Gen2,Rice Pudding,123973314.0,JOSIE,379535793.0,70708035.0
1605,BRITTANIE,Hen,Black&White,456421650.0,Gen2,The Real Me,456421650.0,RUFINA,34072451.0,650882381.0
8870,SHEMIKA,Hen,Black&White,311742868.0,Gen2,We Will Rock You,311742868.0,SONG,38690046.0,773595312.0
5191,MARGENE,Hen,Black&White,689019057.0,Gen2,Raise Your Hands,689019057.0,ELFREDA,852945005.0,472295211.0
5325,ANGELIKA,Hen,Black&White,232219140.0,Gen2,Smoke On The Water,232219140.0,ALINA,148946432.0,119329546.0
17231,LAVERA,Hen,Black&White,194269048.0,Gen2,Seven Bridges Road,194269048.0,AKILAH,527948599.0,857956630.0
10302,KELLE,Hen,Black&White,955539475.0,Gen2,Oye Como Va,955539475.0,JOHANA,919605639.0,14586865.0
13581,LONNIE,Hen,Black&White,650752941.0,Gen2,Send Her My Love,650752941.0,SALLIE,763377021.0,797726697.0
20694,CRYSTA,Hen,Black&White,314195134.0,Gen2,Tonight She Comes,314195134.0,ELLY,986027613.0,536339090.0
9192,HALINA,Hen,Black&White,628663197.0,Gen2,Heartless,628663197.0,SHARLENE,249446444.0,287055622.0
8134,LORIA,Hen,Black&White,642424877.0,Gen2,Intruder/ Pretty Woman,642424877.0,BARBIE,238196972.0,443353346.0
1621,SHIRLEEN,Hen,Black&White,565348958.0,Gen2,I Want A New Drug,565348958.0,RUFINA,34072451.0,443353346.0
19618,GLENDORA,Hen,Black&White,909733354.0,Gen2,Love Is Like Oxygen,909733354.0,BRANDON,462413816.0,521167154.0
17668,GAYNELL,Hen,Black&White,218035193.0,Gen2,Even the Losers,218035193.0,DELIA,409344934.0,690515072.0
17716,LAVINIA,Hen,Black&White,188096682.0,Gen2,STILL THE ONE,188096682.0,STEPHANIE,162244863.0,509012901.0
13941,KIMBERLEE,Hen,Black&White,962704103.0,Gen2,Gypsy,962704103.0,OCTAVIA,170093498.0,334058719.0
13085,DOMITILA,Hen,Black&White,580105812.0,Gen2,The One I Love,580105812.0,ALAYNA,687466224.0,787976750.0
2775,LORRINE,Hen,Black&White,75866467.0,Gen2,You See Me Crying,75866467.0,DEANE,327145316.0,618028080.0
14246,SARA,Hen,Black&White,446009684.0,Gen2,Communication Breakdown,446009684.0,OCTAVIA,170093498.0,141566545.0
19522,YULANDA,Hen,Black&White,615066781.0,Gen2,No Easy Way Out,615066781.0,BRANDON,462413816.0,628855526.0
17379,SHAWNA,Hen,Black&White,512022750.0,Gen2,Everlong,512022750.0,DELIA,409344934.0,600554862.0
18956,MILAGRO,Hen,Black&White,461050433.0,Gen2,Bell Bottom Blues,461050433.0,ILIANA,598175413.0,521167154.0
21672,JACQUETTA,Hen,Black&White,167715738.0,Gen2,Sunday Bloody Sunday,167715738.0,CATARINA,468233022.0,518692123.0
15997,TRENA,Hen,Black&White,667232633.0,Gen2,Jungleland,667232633.0,MARLEEN,621081892.0,650882381.0
4214,JOANNA,Hen,Black&White,960694841.0,Gen2,(I Just) Died in Your Arms,960694841.0,AURA,204608118.0,518692123.0
15969,GAIL,Hen,Black&White,371689281.0,Gen2,Boulevard,371689281.0,MARLEEN,621081892.0,472295211.0
17019,nan,Hen,Black&White,974211674.0,Gen2,Sweet Jane (Live),974211674.0,AKILAH,527948599.0,409300483.0
15362,LOVIE,Hen,Black&White,167883907.0,Gen2,With Arms Wide Open,167883907.0,KARMA,899514543.0,628855526.0
22149,JOCELYN,Hen,Black&White,422130056.0,Gen2,Takin' Care Of Business,422130056.0,GRETCHEN,605672782.0,102634120.0
10552,GIA,Hen,Black&White,612448547.0,Gen2,Run With The Pack,612448547.0,JOHANA,919605639.0,775121405.0
17616,EUSEBIA,Hen,Black&White,685498811.0,Gen2,Dream Police,685498811.0,DELIA,409344934.0,30363405.0
19657,HARRIETTE,Hen,Black&White,661641967.0,Gen2,I've Just Seen A Face,661641967.0,CONSUELO,783212318.0,762431730.0
1101,AYESHA,Hen,Black&White,156699794.0,Gen2,Dreams,156699794.0,SHAROLYN,59922539.0,34072451.0
15864,FRANCES,Hen,Black&White,365366338.0,Gen2,Polly,365366338.0,MARLEEN,621081892.0,216432846.0
15696,CAROLINA,Hen,Black&White,547840443.0,Gen2,The River,547840443.0,KARMA,899514543.0,102634120.0
5540,SUN,Hen,Black&White,585735486.0,Gen2,Saved By Zero,585735486.0,ALINA,148946432.0,767163035.0
6571,LACEY,Hen,Black&White,163944156.0,Gen2,Space Station #5,163944156.0,JONELL,461131488.0,890606190.0
18848,LUANNA,Hen,Black&White,545922093.0,Gen2,Sirens,545922093.0,ILIANA,598175413.0,762431730.0
15192,JEANENE,Hen,Black&White,624992419.0,Gen2,Sgt. Pepper/with A Little Help From My Friends,624992419.0,AI,734213689.0,967323615.0
3344,CHRISTEN,Hen,Black&White,276943418.0,Gen2,Looking For A Love,276943418.0,MALORIE,423258457.0,797726697.0
6999,BLANCH,Hen,Black&White,321334330.0,Gen2,My Michelle,321334330.0,PENELOPE,525986311.0,216432846.0
895,SHAUNDA,Hen,Black&White,622312211.0,Gen2,Games People Play,622312211.0,LOLITA,744877899.0,857956630.0
14714,JANETTE,Hen,Black&White,538861814.0,Gen2,Takin' It To The Streets,538861814.0,RUBIE,733533272.0,473017162.0
8245,SARAN,Hen,Black&White,669782886.0,Gen2,Uncle Albert/Admiral Halsey,669782886.0,GIANNA,590450352.0,536339090.0
2191,SEPTEMBER,Hen,Black&White,688874733.0,Gen2,Heat of the Moment,688874733.0,FERMINA,997044851.0,797726697.0
20375,JANNIE,Hen,Black&White,810454258.0,Gen2,Roll Me Away,810454258.0,ETHYL,45863615.0,542838249.0
8200,MARIKO,Hen,Black&White,259609961.0,Gen2,Fade To Black,259609961.0,GIANNA,590450352.0,34072451.0
7351,IMELDA,Hen,Black&White,308637277.0,Gen2,Ah! Leah!,308637277.0,ZORAIDA,830718116.0,773595312.0
3118,KARISA,Hen,Black&White,135650458.0,Gen2,Top Jimmy,135650458.0,MALORIE,423258457.0,334058719.0
19512,GERALDINE,Hen,Black&White,770004676.0,Gen2,Free Bird,770004676.0,BRANDON,462413816.0,334058719.0
17301,ILA,Hen,Black&White,301164275.0,Gen2,Livin' Thing,301164275.0,DELIA,409344934.0,618028080.0
11337,CHARLYN,Hen,Black&White,946453490.0,Gen2,We've Got Tonight,946453490.0,ROXANNA,224031150.0,200097845.0
14081,ELSE,Hen,Black&White,859645979.0,Gen2,Strike up the Band,859645979.0,OCTAVIA,170093498.0,334058719.0
983,CARI,Hen,Black&White,297035106.0,Gen2,LITTLE CHILD,297035106.0,LOLITA,744877899.0,600554862.0
16822,BEVERLEE,Hen,Black&White,520836382.0,Gen2,Back for More,520836382.0,TOWANDA,447173430.0,472295211.0
13892,ANGEL,Hen,Black&White,106819321.0,Gen2,Fantasy,106819321.0,SALLIE,763377021.0,553394192.0
1350,VONDA,Hen,Black&White,650540144.0,Gen2,I Don't Care Anymore,650540144.0,SHAROLYN,59922539.0,789856705.0
5622,INGE,Hen,Black&White,845553019.0,Gen2,Ain't That a Shame,845553019.0,ALINA,148946432.0,618028080.0
14959,TONIE,Hen,Black&White,968120812.0,Gen2,Night Time,968120812.0,AI,734213689.0,141566545.0
12857,SHANTA,Hen,Black&White,849007296.0,Gen2,You Could Be Mine,849007296.0,BARBRA,832570811.0,823242036.0
20603,MARLEEN,Hen,Black&White,38906210.0,Gen2,Under Pressure,38906210.0,ETHYL,45863615.0,797726697.0
19477,HOA,Hen,Black&White,201842628.0,Gen2,You Took The Words Right Out Of My Mouth,201842628.0,BRANDON,462413816.0,787976750.0
13128,ECHO,Hen,Black&White,566507798.0,Gen2,Welcome to the Jungle,566507798.0,ALAYNA,687466224.0,775121405.0
20717,LOUIE,Hen,Black&White,810754319.0,Gen2,Sunday Bloody Sunday,810754319.0,ELLY,986027613.0,553394192.0
3912,LENNIE,Hen,Black&White,68491136.0,Gen2,Art For Arts Sake,68491136.0,AURA,204608118.0,30363405.0
7207,AIDE,Hen,Black&White,990710407.0,Gen2,From Me To You,990710407.0,ZORAIDA,830718116.0,334058719.0
13071,KARA,Hen,Black&White,809323217.0,Gen2,Elderly Woman Behind the Counter in a Small Town,809323217.0,ALAYNA,687466224.0,800981516.0
21454,JENNI,Hen,Black&White,65013696.0,Gen2,Crazy Little Thing Called Love,65013696.0,KANISHA,1363281.0,518692123.0
15407,JEANNA,Hen,Black&White,561897476.0,Gen2,In America,561897476.0,KARMA,899514543.0,119329546.0
22029,EULALIA,Hen,Black&White,324000043.0,Gen2,The Letter,324000043.0,CATARINA,468233022.0,120625354.0
16713,EFFIE,Hen,Black&White,108321957.0,Gen2,Miss You,108321957.0,TOWANDA,447173430.0,334058719.0
6777,JENISE,Hen,Black&White,20870040.0,Gen2,Gone,20870040.0,PENELOPE,525986311.0,120625354.0
14747,JENNIFER,Hen,Black&White,445078650.0,Gen2,Bad Case Of Lovin' You,445078650.0,RUBIE,733533272.0,650882381.0
11753,TANESHA,Hen,Black&White,504981698.0,Gen2,Elected,504981698.0,AKILAH,135192679.0,823242036.0
21204,DAGMAR,Hen,Black&White,579959537.0,Gen2,Looking For A Love,579959537.0,KANISHA,1363281.0,167740021.0
7167,CARMELINA,Hen,Black&White,793705703.0,Gen2,Dirty White Boy,793705703.0,PENELOPE,525986311.0,650882381.0
3925,DARLA,Hen,Black&White,187184723.0,Gen2,New Sensation,187184723.0,AURA,204608118.0,650882381.0
11220,MINNA,Hen,Black&White,460472983.0,Gen2,Desperado,460472983.0,ROXANNA,224031150.0,457028849.0
13658,JOY,Hen,Black&White,764150776.0,Gen2,Don't Stop,764150776.0,SALLIE,763377021.0,955524027.0
8919,ESTELLA,Hen,Black&White,465816252.0,Gen2,Blackbird,465816252.0,SONG,38690046.0,280225309.0
8855,ROSEMARIE,Hen,Black&White,434849994.0,Gen2,I'm A Man,434849994.0,SONG,38690046.0,167740021.0
22479,CASSIE,Hen,Black&White,472402072.0,Gen2,Man On the Moon,472402072.0,GRETCHEN,605672782.0,767163035.0
910,PRECIOUS,Hen,Black&White,454013015.0,Gen2,No Time,454013015.0,LOLITA,744877899.0,628855526.0
229,DEEDEE,Hen,Black&White,405472001.0,Gen2,Fool for Your Loving,405472001.0,GWENN,884986770.0,14586865.0
23107,BRIGETTE,Hen,Black&White,213573332.0,Gen2,Hi Hi Hi,213573332.0,JANETTE,428335380.0,70708035.0
21677,CAMERON,Hen,Black&White,176454373.0,Gen2,Trampled Under Foot,176454373.0,CATARINA,468233022.0,797726697.0
18910,TOBI,Hen,Black&White,29249976.0,Gen2,Still of the Night,29249976.0,ILIANA,598175413.0,472295211.0
2693,JOANNE,Hen,Black&White,405654312.0,Gen2,Mother's Little Helper,405654312.0,DEANE,327145316.0,650882381.0
16869,MICHELINA,Hen,Black&White,902893252.0,Gen2,Chest Fever,902893252.0,AKILAH,527948599.0,542838249.0
3,JONELL,Hen,Black&White,569388158.0,Gen2,Knockin' On Heaven's Door,569388158.0,GWENN,884986770.0,800981516.0
2732,RAYLENE,Hen,Black&White,942528734.0,Gen2,There's Only One Way to Rock,942528734.0,DEANE,327145316.0,967323615.0
9465,TANA,Hen,Black&White,942619609.0,Gen2,Back On The Road Again,942619609.0,SHARLENE,249446444.0,141566545.0
2908,JANIECE,Hen,Black&White,503988706.0,Gen2,Highway Star,503988706.0,DEANE,327145316.0,600554862.0
7089,TONETTE,Hen,Black&White,9464620.0,Gen2,Tiny Dancer,9464620.0,PENELOPE,525986311.0,141566545.0
1159,PEGGIE,Hen,Black&White,757737504.0,Gen2,Heartbreaker,757737504.0,SHAROLYN,59922539.0,763066813.0
14941,LIN,Hen,Black&White,442458392.0,Gen2,Hair Of The Dog,442458392.0,AI,734213689.0,854600776.0
12352,LAURI,Hen,Black&White,767387772.0,Gen2,The Sounds Of Silence,767387772.0,HWA,565418959.0,473017162.0
5081,ANGEL,Hen,Black&White,120684146.0,Gen2,Black Hole Sun,120684146.0,ELFREDA,852945005.0,879147425.0
21242,JANEAN,Hen,Black&White,292685593.0,Gen2,Losing My Religion,292685593.0,KANISHA,1363281.0,933690821.0
11581,SANORA,Hen,Black&White,372444260.0,Gen2,Breakdown,372444260.0,AKILAH,135192679.0,879147425.0
445,JACQUILINE,Hen,Black&White,669303434.0,Gen2,You Can't Always Get What You Want,669303434.0,GWENN,884986770.0,870351723.0
19141,CATHERIN,Hen,Black&White,808858548.0,Gen2,My Own Worst Enemy,808858548.0,ILIANA,598175413.0,775121405.0
19898,TEQUILA,Hen,Black&White,223193684.0,Gen2,Europa,223193684.0,CONSUELO,783212318.0,800981516.0
22196,GEORGIANN,Hen,Black&White,724464813.0,Gen2,Rocky Mountain Way,724464813.0,GRETCHEN,605672782.0,509012901.0
13875,SHIRL,Hen,Black&White,166484896.0,Gen2,Photograph,166484896.0,SALLIE,763377021.0,870351723.0
22296,LAURICE,Hen,Black&White,565147766.0,Gen2,Bad Case Of Lovin' You,565147766.0,GRETCHEN,605672782.0,550261202.0
15594,DANICA,Hen,Black&White,802487351.0,Gen2,Too Many People,802487351.0,KARMA,899514543.0,690515072.0
11740,SHANTI,Hen,Black&White,861338094.0,Gen2,Jungleland,861338094.0,AKILAH,135192679.0,763066813.0
7833,MARYANN,Hen,Black&White,808723300.0,Gen2,The Wanton Song,808723300.0,BARBIE,238196972.0,102634120.0
12548,MARIELA,Hen,Black&White,813513833.0,Gen2,The Wanton Song,813513833.0,BARBRA,832570811.0,773595312.0
17760,MARIBETH,Hen,Black&White,244010303.0,Gen2,Walks Like A Woman,244010303.0,STEPHANIE,162244863.0,34072451.0
19784,BRITTANIE,Hen,Black&White,751915901.0,Gen2,Better Man,751915901.0,CONSUELO,783212318.0,618028080.0
397,BRITTA,Hen,Black&White,922608051.0,Gen2,Layla,922608051.0,GWENN,884986770.0,334058719.0
2946,KEENA,Hen,Black&White,85696016.0,Gen2,What a Fool Believes,85696016.0,MALORIE,423258457.0,955524027.0
22631,USHA,Hen,Black&White,687577697.0,Gen2,Green Onions,687577697.0,MARYAM,683759644.0,690515072.0
8860,LUIS,Hen,Black&White,243900099.0,Gen2,It Wasn't Me,243900099.0,SONG,38690046.0,102634120.0
7534,LINNEA,Hen,Black&White,132362808.0,Gen2,Season of the Witch,132362808.0,ZORAIDA,830718116.0,30363405.0
19779,REITA,Hen,Black&White,595630475.0,Gen2,Jeremy,595630475.0,CONSUELO,783212318.0,70708035.0
4058,LEIGHANN,Hen,Black&White,364078037.0,Gen2,Goodnight Saigon,364078037.0,AURA,204608118.0,823242036.0
5902,GEORGIANNE,Hen,Black&White,514794742.0,Gen2,Livin' Thing,514794742.0,ALEXANDRA,102582398.0,197873604.0
16418,RICKIE,Hen,Black&White,361880573.0,Gen2,Dreamer,361880573.0,TOWANDA,447173430.0,870351723.0
5538,LEONTINE,Hen,Black&White,850405361.0,Gen2,I Saw the Light,850405361.0,ALINA,148946432.0,628855526.0
3269,ISELA,Hen,Black&White,127464194.0,Gen2,"Lovin', Touchin' Squeezin'",127464194.0,MALORIE,423258457.0,650882381.0
15237,MAYBELL,Hen,Black&White,775880359.0,Gen2,Living In The Past,775880359.0,AI,734213689.0,30363405.0
20605,BRITTANI,Hen,Black&White,143032758.0,Gen2,Born Too Late,143032758.0,ETHYL,45863615.0,509012901.0
19485,KERSTIN,Hen,Black&White,110490350.0,Gen2,Funk #49,110490350.0,BRANDON,462413816.0,197873604.0
14407,DEMETRA,Hen,Black&White,296174070.0,Gen2,Smuggler's Blues,296174070.0,RUBIE,733533272.0,443353346.0
1648,META,Hen,Black&White,684614702.0,Gen2,Telephone Line,684614702.0,RUFINA,34072451.0,797726697.0
14358,EMILY,Hen,Black&White,597462795.0,Gen2,My Town,597462795.0,OCTAVIA,170093498.0,472295211.0
13785,KATHLEEN,Hen,Black&White,527356353.0,Gen2,Roadrunner,527356353.0,SALLIE,763377021.0,141566545.0
20094,BASILIA,Hen,Black&White,213612970.0,Gen2,Illegal Smile,213612970.0,CONSUELO,783212318.0,767163035.0
6684,TANJA,Hen,Black&White,9681029.0,Gen2,Run Through the Jungle,9681029.0,JONELL,461131488.0,690515072.0
18146,JUNKO,Hen,Black&White,417704085.0,Gen2,We Belong,417704085.0,STEPHANIE,162244863.0,171198057.0
19839,MARION,Hen,Black&White,311476350.0,Gen2,Some Like It Hot,311476350.0,CONSUELO,783212318.0,34072451.0
9797,DEVORAH,Hen,Black&White,70917685.0,Gen2,Traveling Riverside Blues,70917685.0,CLARINE,824725538.0,287055622.0
